0,-1.470400098
0.000500106,-0.042133854
0.001000092,-4.803021332
0.001500158,-4.510043641
0.002000104,-1.433777886
0.00250001,-1.690133366
0.003000036,-5.828443251
0.003499982,1.056532487
0.004000008,7.172441786
0.004500114,1.019910276
0.00499998,6.366753136
0.005499926,4.242664876
0.005999992,3.400354015
0.006499938,-4.656532487
0.006999884,-2.05635548
0.00749987,5.780797754
0.007999896,0.507199316
0.008499882,6.696353038
0.008999948,-1.54364452
0.009499854,6.842841884
0.00999988,6.952708518
0.010499826,7.209063997
0.010999852,3.986309397
0.011499798,7.611908322
0.011999784,5.854042177
0.01249973,3.839820551
0.012999796,3.070754112
0.013499822,0.653688162
0.013999728,5.707553331
0.014499674,-1.909866634
0.0149997,-1.653511155
0.015499646,6.842841884
0.015999672,-4.986132389
0.016499618,0.397332682
0.016999644,-3.777599414
0.01749967,-2.642310862
0.017999616,-1.726755577
0.018499602,-1.616888943
0.018999548,-8.391998047
0.019499574,-7.036976226
0.01999956,-12.27395245
0.020499506,-9.051197851
0.020999532,-7.989153722
0.021499518,-0.628089236
0.021999464,-6.670754112
0.022499449,-15.09386273
0.022999475,-4.400177007
0.023499421,-4.326932585
0.023999447,1.276265755
0.024499393,-0.261867122
0.024999379,-3.631110569
0.025499405,3.766576128
0.025999391,4.022931608
0.026499377,4.35253151
0.026999323,3.400354015
0.027499309,2.777776421
0.027999295,1.166399121
0.028499281,2.008709983
0.028999347,1.312887967
0.029499373,-0.554844813
0.029999239,-2.05635548
0.030499385,-1.946488845
0.030999171,-3.301510666
0.031499237,-0.701333659
0.031999223,-3.850843837
0.032499169,2.118576617
0.032999115,-3.228266243
0.033499221,-4.803021332
0.033999167,-9.234308908
0.034499233,3.436976226
0.034999139,-7.366576128
0.035499085,-2.935288553
0.035999031,6.110397656
0.036499057,-12.34719687
0.036999123,7.02595294
0.037499109,-11.43164159
0.037999095,-9.856886502
0.038499081,0.983288064
0.038999107,-3.814221625
0.039499013,4.499020356
0.039998999,5.487820063
0.040498985,3.766576128
0.040998971,-0.811200293
0.041498957,-3.045155187
0.041998903,2.594665365
0.042498929,2.045332194
0.042998915,1.093154698
0.043498901,4.315909299
0.043998887,7.172441786
0.044498873,2.521420942
0.044998899,2.558043153
0.045498845,9.113418989
0.045998791,4.35253151
0.046498817,10.4318186
0.046998803,6.513241981
0.047498789,0.836799219
0.047998775,6.330130924
0.048498761,-0.73795587
0.048998747,2.411554308
0.049498693,-7.549687185
0.049998719,9.552885525
0.050498665,-2.276088748
0.050998691,10.61492965
0.051498677,-1.250666829
0.051998623,-1.690133366
0.052498609,-1.909866634
0.052998635,-3.4113773
0.053498701,-3.4113773
0.053998607,-1.909866634
0.054498593,-0.811200293
0.054998619,-3.008532975
0.055498605,-1.836622211
0.055998711,4.572264779
0.056498537,2.081954405
0.056998523,2.191821039
0.057498549,2.887643056
0.057998495,3.54684286
0.058498641,4.572264779
0.058998547,4.35253151
0.059498413,4.389153722
0.059998439,-0.884444716
0.060498425,-0.005511643
0.060998571,3.986309397
0.061498397,8.637330241
0.061998343,8.820441298
0.062498409,13.47146214
0.062998315,4.169420454
0.063498301,3.913064974
0.063998287,1.898843348
0.064498233,0.32408826
0.064998299,10.72479629
0.065498285,9.479641102
0.065998231,-4.143821528
0.066498297,7.062575152
0.066998283,-4.986132389
0.067498348,-6.011554308
0.067998334,-6.560887478
0.06849824,-1.690133366
0.068998226,-0.99431135
0.069498212,-8.391998047
0.069998158,-4.070577105
0.070498104,-8.282131413
0.07099809,-2.05635548
0.071498236,-3.631110569
0.071998102,-6.011554308
0.072498048,-1.763377789
0.072998034,-1.690133366
0.07349806,-0.957689138
0.073998166,-1.323911252
0.074498032,-6.963731803
0.074998018,1.898843348
0.075498004,2.301687674
0.07599807,3.363731803
0.076497976,1.532621235
0.076998082,6.000531022
0.077497948,-3.338132878
0.077998014,0.177599414
0.07849788,-0.811200293
0.078998026,2.008709983
0.079497892,6.037153233
0.079997918,10.02897427
0.080497864,11.78684042
0.08099781,9.882485427
0.081497876,-4.436799219
0.081997782,-4.912887967
0.082497848,-0.078756066
0.082997834,-7.110220649
0.0834979,-4.326932585
0.083997886,-7.40319834
0.084497712,-7.622931608
0.084997778,-2.019733268
0.085497724,-8.428620258
0.08599775,-1.836622211
0.086497696,-0.408355968
0.086997722,-6.451020844
0.087497748,-2.971910764
0.087997654,-1.653511155
0.08849764,-0.664711447
0.088997586,-1.873244423
0.089497612,-3.008532975
0.089997598,2.008709983
0.090497584,-5.828443251
0.09099753,-0.152000488
0.091497556,5.524442274
0.091997542,-1.433777886
0.092497488,0.32408826
0.092997474,8.234485916
0.0934975,-5.53546556
0.093997486,13.76443983
0.094497472,8.564085818
